Name,Potential,Value,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Composure,Marking
Bruno,78,8000,185.42,190,21,23,81,73,23,34,49,31,68,68,32,35,31,79,32,66,65,71,88,22,81,78,36,69,61
Garry Rodrigues,77,9500,172.72,154,74,71,56,72,72,77,74,61,68,75,89,90,91,77,87,76,65,86,60,70,70,44,74,66,42
A. Schwolow,78,7000,187.96,185,9,12,12,26,11,15,13,16,23,22,36,38,40,74,42,21,72,31,67,15,26,13,10,32,16
L. Cook,84,12500,175.26,157,67,57,50,79,57,78,66,65,80,80,74,68,75,74,84,64,68,78,63,62,79,69,68,74,64
P. Pérez,77,6500,175.26,176,67,61,58,78,39,72,65,72,76,79,69,69,72,80,74,69,60,74,78,65,92,72,69,74,70
Gazzolisco,77,6500,185.42,161,76,54,77,77,71,71,81,77,67,72,81,82,67,72,66,84,72,89,82,77,94,67,57,77,74
Jonatan Soriano,77,7000,180.34,159,61,83,66,79,75,80,84,83,69,78,67,53,79,78,70,75,73,70,69,75,58,45,80,77,25
Rubén Peña,78,8500,170.18,143,78,71,74,77,66,78,52,55,56,79,81,88,83,75,87,72,74,77,64,66,61,72,78,72,61
Mikel San José,77,8500,187.96,174,47,60,81,78,75,66,31,44,77,75,33,38,41,80,52,71,77,76,79,73,76,80,71,70,77
P. Groß,78,10000,180.34,172,84,72,53,80,65,75,82,77,81,77,63,65,66,76,73,74,70,93,71,74,66,67,76,78,57
L. Baines,77,3400,170.18,154,84,63,74,78,63,75,81,81,74,80,66,59,69,79,83,84,67,64,55,71,74,77,73,84,76
A. Ogbonna,77,6500,190.5,190,51,25,77,68,30,61,51,36,67,59,59,64,57,70,54,68,74,64,80,46,72,80,33,69,76
Juan Jesus,77,7500,185.42,183,66,20,74,58,17,60,48,36,56,55,76,78,68,72,58,62,88,75,82,35,88,77,38,72,77
J. Martínez,77,8000,185.42,176,56,73,84,70,75,71,70,46,58,75,72,67,72,73,58,81,77,75,85,72,75,47,76,73,12
N. Elvedi,84,11000,187.96,172,65,30,79,72,30,69,45,29,55,71,73,77,66,74,54,42,73,78,77,31,69,79,53,65,75
G. Moreno,77,7000,193.04,183,63,74,80,75,78,80,69,62,66,78,76,74,74,72,79,76,82,80,76,73,72,43,79,74,53
A. Carroll,77,9000,193.04,174,60,77,91,66,74,67,53,42,57,74,43,50,57,77,47,83,83,50,92,76,88,45,78,76,26
Wilson Eduardo,77,9500,177.8,161,75,76,66,73,77,78,82,71,63,78,78,81,73,77,68,83,64,68,68,80,59,24,79,80,25
M. Elneny,79,9000,180.34,163,66,57,57,80,39,68,69,56,77,76,58,60,65,75,62,76,69,92,68,67,73,76,63,77,76
D. Torres,77,7000,182.88,179,62,55,61,73,48,69,57,50,74,70,57,53,68,80,62,73,81,79,78,61,87,81,62,77,75
Y. Bounou,80,7500,193.04,172,15,14,14,39,13,20,12,19,44,12,37,34,38,74,29,25,48,43,69,19,25,12,10,57,20
A. Jahanbakhsh,80,11500,180.34,172,71,72,62,72,72,83,64,46,62,79,79,83,76,74,75,84,87,78,66,79,68,42,72,75,42
J. Calleri,82,12000,180.34,170,56,76,83,66,71,74,57,35,58,75,71,72,72,77,79,78,83,74,71,69,65,37,79,74,55
Simão Acunha,77,8500,177.8,157,74,66,60,79,67,76,87,61,73,78,83,77,81,78,74,71,64,73,64,72,48,45,67,71,30
N. Müller,77,8500,172.72,146,75,75,56,71,80,83,65,61,66,75,84,78,85,74,83,71,78,73,57,63,71,48,75,77,36
L. Ocampos,82,12000,187.96,185,75,75,75,75,75,74,69,65,70,76,78,79,77,82,58,77,76,85,78,72,83,67,73,74,63
J. Rodriguez,77,9000,185.42,185,68,77,76,72,73,75,69,29,66,75,75,77,75,76,64,74,81,76,72,72,41,44,78,75,47
V. Ibišević,77,5500,187.96,181,65,80,79,77,84,72,73,56,47,76,41,44,60,83,59,81,71,51,77,66,83,30,82,79,59
S. Rondón,77,9000,185.42,216,48,75,84,68,75,70,53,52,40,71,69,68,66,73,46,85,71,72,85,68,72,33,77,76,36
Victor Sánchez,77,6500,175.26,159,74,57,70,80,56,66,68,69,78,78,58,61,72,77,77,71,78,68,59,67,83,78,65,78,66
D. Suárez,77,6500,172.72,150,77,59,68,76,59,62,63,70,66,69,77,80,79,72,73,80,79,83,73,70,80,75,59,65,68
K. Huntelaar,77,4700,185.42,183,63,80,79,68,81,62,72,66,44,69,50,57,58,79,62,80,77,53,78,73,69,27,84,81,32
L. Dubois,84,10500,177.8,161,81,51,55,79,76,76,68,56,77,78,71,68,69,70,72,72,59,74,65,69,60,75,69,70,78
K. Lala,78,8500,177.8,172,76,46,63,73,36,79,65,72,72,77,78,80,67,77,70,67,70,79,72,51,79,76,76,66,73
O. Kıvrak,77,5500,187.96,163,13,10,14,38,10,25,11,11,40,26,60,60,67,70,63,23,70,40,68,12,30,25,12,50,18
A. Bertolacci,77,9000,177.8,165,72,62,64,80,69,79,70,64,76,79,69,73,77,74,75,78,65,77,67,76,69,70,76,72,74
E. Giaccherini,77,5500,167.64,132,78,66,58,78,74,81,76,72,70,80,80,67,85,76,93,68,53,69,54,80,66,66,80,78,56
R. Ábila,77,9000,177.8,205,51,80,76,64,72,69,52,48,52,76,68,67,67,73,82,83,72,68,89,57,76,19,81,72,35
P. Diop,77,5000,177.8,170,58,57,73,74,67,63,70,69,72,76,50,54,64,75,68,82,79,76,88,71,89,79,59,73,71
T. Chandler,77,7000,182.88,181,77,55,74,75,57,72,66,43,73,73,74,79,54,74,52,76,69,79,82,60,83,68,71,71,74
R. Klavan,77,5000,187.96,187,52,38,78,72,34,56,48,34,73,70,45,51,58,75,54,67,74,55,74,56,77,77,38,70,78
D. Da Silva,77,6500,182.88,181,49,25,77,69,36,42,28,31,62,69,57,68,60,64,61,28,73,65,78,41,82,78,39,73,77
D. Benaglio,77,3600,193.04,196,14,12,15,32,12,16,15,13,31,22,42,44,44,75,47,22,71,43,76,14,38,22,7,65,10
T. Rincón,77,8000,177.8,168,65,45,58,78,60,76,55,52,76,77,76,69,75,76,81,77,91,87,77,72,82,80,66,74,72
C. Borges,77,6500,182.88,172,62,75,68,79,72,71,68,69,78,77,56,58,64,77,59,80,65,75,76,79,68,77,76,81,74
Markel Bergara,77,5000,180.34,172,58,67,62,78,47,65,60,71,76,69,64,32,60,75,67,61,69,68,81,68,79,82,64,63,70
Vágner Love,77,4700,170.18,159,51,77,78,70,70,76,68,38,45,75,76,73,77,70,82,80,77,73,75,72,72,40,83,74,31
B. Bourigeaud,81,11500,177.8,150,78,70,53,79,63,75,75,78,75,77,73,70,70,78,69,77,71,77,65,76,72,71,74,76,38
R. Soriano,77,9500,182.88,168,77,72,65,78,73,78,78,56,77,79,75,75,79,73,72,77,66,65,69,77,74,69,74,75,67
R. Sambueza,77,4500,175.26,159,78,70,57,79,61,77,82,77,78,80,69,71,69,75,73,75,67,79,75,72,86,60,68,83,33
Montoya,78,8000,175.26,161,77,50,62,73,66,70,77,55,69,74,79,79,78,73,80,82,75,83,68,68,69,78,63,67,72
A. Poli,77,9000,182.88,170,68,54,60,80,69,79,72,68,74,80,73,75,75,76,75,72,68,76,65,72,70,74,74,74,76
C. Austin,77,9000,187.96,185,56,79,81,62,72,66,59,43,46,73,62,58,62,78,55,83,81,55,78,71,67,47,83,78,20
L. Tonelli,79,8500,182.88,172,40,25,74,54,33,54,38,17,54,58,69,71,72,73,79,52,80,61,73,25,85,78,23,74,79
M. Zárate,77,8000,175.26,170,65,79,55,73,75,86,80,80,58,84,80,75,88,76,73,77,70,70,66,82,66,38,77,73,55
J. Sancho,89,14500,180.34,168,68,70,38,74,65,86,75,48,54,85,88,86,90,76,87,64,49,66,52,48,39,26,68,64,30
D. Basta,77,3400,182.88,159,75,58,72,76,64,74,72,66,74,77,74,75,70,75,68,77,70,77,72,75,72,82,66,75,74
Marçal,77,6500,177.8,163,76,57,58,74,44,74,65,55,69,76,79,77,75,76,73,76,73,80,71,54,76,79,66,74,78
Munir,83,12500,175.26,152,65,78,75,77,75,81,70,67,58,80,78,80,78,71,78,76,63,69,63,77,48,22,77,76,38
J. McCarthy,77,7500,180.34,159,68,55,63,80,61,74,64,64,78,74,60,58,64,71,70,67,65,69,71,64,82,79,63,74,77
J. Aquino,77,9000,167.64,137,73,64,47,75,51,80,72,63,68,77,91,88,91,65,92,74,76,75,36,64,59,34,75,74,40
H. Pérez,77,8500,180.34,157,79,70,54,76,64,78,62,62,67,79,78,76,75,78,69,88,77,67,69,78,85,43,79,82,54
C. Sánchez,77,5000,182.88,181,60,48,70,78,43,70,52,58,76,74,69,66,64,66,41,72,75,77,85,68,80,79,58,75,70
M. Sissoko,77,9000,187.96,201,75,69,70,79,64,82,75,74,74,77,79,81,67,74,58,85,78,87,88,70,80,78,76,75,70
W. Anton,84,11000,187.96,165,42,42,74,71,38,66,37,39,69,70,54,73,62,75,56,55,71,72,78,45,76,78,52,72,79
E. Skhiri,81,10000,185.42,152,71,62,73,75,57,74,70,55,74,73,63,69,74,67,64,78,75,76,68,76,74,85,56,68,79
Rúben Vezo,83,10500,182.88,176,65,44,73,69,43,54,59,32,66,64,68,68,66,71,74,59,82,69,76,55,75,80,33,70,76
Jorge Molina,77,3200,187.96,159,49,79,82,75,79,68,55,59,57,77,34,41,33,79,32,83,42,64,90,75,76,41,82,73,45
M. Hasebe,77,2700,180.34,159,74,45,66,80,57,67,70,63,75,74,53,55,69,79,72,54,74,70,68,53,73,78,62,83,81
A. Schürrle,77,9500,182.88,157,76,78,63,75,81,79,80,70,58,77,79,78,74,78,75,82,69,76,67,82,71,41,80,75,42
O. Ighalo,77,9000,182.88,165,49,76,71,61,70,80,64,53,47,76,84,81,75,78,69,73,80,78,78,62,78,30,84,82,17
L. Acosta,77,8500,170.18,148,63,72,55,71,71,81,65,45,66,78,92,93,91,77,91,77,80,71,40,68,73,42,75,77,42
V. Babacan,78,7000,193.04,190,12,15,16,34,14,14,16,12,29,19,49,61,58,67,50,14,74,38,61,12,29,27,17,62,22
R. Aguilar,81,9500,172.72,157,75,35,53,71,45,76,54,33,68,75,85,82,79,74,80,60,73,85,58,26,65,72,63,65,72
Yeray,83,10500,182.88,172,48,41,75,70,55,53,56,50,71,72,66,67,56,79,76,69,75,71,76,43,80,81,39,78,71
J. Defoe,77,4100,170.18,143,54,85,65,66,82,74,63,68,43,77,73,63,77,78,87,84,68,55,54,78,62,19,85,82,30
L. Schøne,77,6500,177.8,172,81,67,60,83,84,76,85,86,77,81,58,52,68,67,78,83,77,65,57,81,65,77,66,70,67
C. Ünder,87,14500,172.72,146,80,71,58,72,69,82,80,68,65,81,83,80,84,71,82,80,48,61,54,80,27,29,70,68,43
M. Dabbur,80,11000,180.34,170,50,81,75,72,72,76,74,66,63,75,74,76,77,72,71,75,89,81,78,65,39,19,80,66,22
Roberto,77,5000,193.04,207,15,14,19,39,13,12,14,14,38,31,45,48,68,76,40,36,74,32,78,11,29,24,17,57,20
Djaniny,78,10500,190.5,172,63,78,73,70,66,78,64,53,62,78,78,85,76,75,67,76,71,82,81,63,55,47,78,77,28
Wallace,82,10000,190.5,187,34,21,77,57,36,45,33,29,50,52,66,69,46,74,40,40,71,54,81,26,79,81,25,68,78
Pedro Obiang,80,9000,185.42,165,68,50,70,77,60,74,56,62,79,76,64,66,68,69,63,74,72,76,75,65,71,76,60,76,72
D. Heintz,79,9000,187.96,196,51,23,77,72,26,58,55,32,70,63,55,68,53,76,49,49,67,69,83,56,70,75,26,69,76
N. Mukiele,86,12000,185.42,163,74,30,69,74,35,72,68,33,67,73,78,84,69,69,64,57,86,69,79,52,72,76,59,71,75
T. Vermaelen,77,5000,182.88,176,63,52,81,80,56,55,61,64,78,64,67,64,61,70,56,78,90,52,79,68,77,73,41,72,72
I. Abate,77,6000,180.34,161,75,38,68,76,60,75,69,44,72,75,77,85,75,76,75,68,75,76,69,60,76,75,74,78,76
Diego Llorente,83,10500,185.42,165,55,39,76,76,31,58,30,35,72,73,65,63,65,76,64,45,79,72,72,37,75,80,43,69,76
C. Wood,78,10500,187.96,203,46,78,83,65,69,66,69,64,48,74,68,75,65,75,61,80,76,70,84,71,74,40,79,77,39
Formosandrinho,77,9500,177.8,159,57,76,77,65,72,72,61,55,58,73,81,81,79,73,77,85,56,61,72,77,52,23,75,78,20
E. Pulgar,82,10000,185.42,183,58,44,69,78,54,74,58,58,72,78,67,67,68,72,68,72,79,84,77,66,76,72,58,74,80
V. Grifo,79,11000,180.34,165,82,72,47,73,70,83,84,80,63,84,74,66,78,72,79,81,52,72,62,76,52,45,73,72,50
A. Turan,77,7500,177.8,168,77,71,65,79,78,79,79,64,78,80,75,68,81,74,76,75,78,59,68,75,80,61,77,79,69
D. Schwaab,77,7000,185.42,168,64,32,77,72,49,62,55,40,69,70,65,72,63,74,61,54,72,74,76,29,69,77,49,71,79
M. Schmelzer,77,6500,180.34,163,73,37,68,74,47,63,73,67,63,69,74,78,65,77,63,74,75,82,75,60,81,78,54,72,75
L. Spinazzola,80,11000,185.42,165,76,60,62,74,59,81,62,41,70,80,77,83,74,74,61,68,76,89,72,68,68,74,70,74,77
A. Dragović,77,7500,185.42,194,49,41,76,67,37,62,32,61,62,66,65,67,68,76,64,69,80,68,80,53,74,80,63,73,74
D. Pröpper,78,10500,185.42,174,58,62,68,77,72,72,74,71,71,82,64,62,70,77,64,80,68,88,67,78,76,62,66,84,70
R. Inglese,78,10500,185.42,187,39,78,90,65,70,68,68,36,35,76,51,69,54,72,55,78,83,66,85,68,40,19,78,74,30
A. Marchesín,77,5500,187.96,187,18,14,11,37,15,24,16,15,34,20,49,52,68,75,60,12,75,38,59,12,57,15,18,64,22
R. De Paul,83,12000,177.8,154,76,68,50,78,57,83,80,68,72,81,78,74,78,72,72,78,58,70,68,79,56,28,75,76,24
C. Gentner,77,6500,187.96,179,67,73,78,76,75,69,69,54,75,75,37,39,50,76,48,79,61,85,79,76,72,77,74,79,70
G. Murray,77,4700,182.88,176,48,83,85,69,74,65,57,33,55,74,34,34,52,84,71,78,84,55,77,64,79,45,88,81,44
Rafael Carioca,77,8500,177.8,159,65,56,51,81,58,73,60,55,77,77,74,76,75,75,75,76,56,85,64,69,78,78,69,80,74
A. McCarthy,78,7000,193.04,174,11,17,16,33,12,17,15,18,35,17,58,56,35,69,43,20,68,35,63,14,35,22,16,61,13
L. Chichizola,78,7000,185.42,181,11,16,17,14,14,17,15,14,13,15,49,54,66,69,44,17,75,31,52,17,15,16,14,57,15
D. Zakaria,85,13000,190.5,176,64,56,65,82,28,73,60,46,79,79,74,86,67,73,63,69,65,79,83,51,88,77,63,73,81
D. Origi,82,12000,185.42,165,69,75,73,74,69,76,54,40,59,74,76,79,72,76,64,79,73,65,76,69,69,28,78,72,16
O. Yokuşlu,83,10500,190.5,190,67,65,78,77,70,74,72,65,72,77,72,74,62,72,62,79,70,87,83,75,81,76,68,72,73
D. Cheryshev,77,9500,177.8,163,80,78,54,72,68,80,74,61,68,76,77,79,77,78,74,81,75,65,67,84,62,61,74,66,44
D. Selke,83,12500,193.04,181,40,80,78,61,76,68,65,29,44,74,71,77,65,77,60,79,70,74,77,63,82,29,81,63,58
Wendell,80,9500,177.8,159,78,37,53,77,29,79,66,75,65,78,87,79,78,75,77,60,68,77,64,59,87,75,69,72,72
M. Layún,77,6500,180.34,168,80,67,63,76,66,75,68,74,74,76,76,76,72,74,78,80,75,76,66,76,72,77,73,79,77
Y. Sabaly,80,9000,175.26,157,75,33,55,76,37,75,59,38,59,74,74,77,78,77,82,43,64,77,67,34,67,77,72,70,73
P. Cutrone,89,16000,182.88,172,48,80,76,70,72,74,68,42,34,76,75,77,69,74,76,74,75,72,74,62,60,14,80,72,36
W. Cyprien,84,12500,180.34,165,74,77,67,78,64,78,78,82,74,78,76,77,80,70,75,82,78,79,78,79,78,76,72,79,74
G. Paletta,77,5000,190.5,176,30,16,76,54,30,48,48,35,58,52,54,34,34,73,38,60,78,73,88,44,79,81,28,74,74
F. Caicedo,77,9000,182.88,181,59,72,75,72,75,72,66,68,59,77,69,71,61,78,67,84,75,54,90,68,80,43,82,70,32
Jordi Masip,77,6000,180.34,168,20,12,13,42,19,17,21,20,38,25,57,64,70,73,65,26,81,41,54,13,21,16,11,54,21
B. Espinosa,77,7000,193.04,185,51,39,78,74,44,40,51,42,61,67,43,51,47,68,36,56,75,61,84,42,79,77,33,70,70
M. Benassi,82,11500,182.88,176,70,66,68,80,70,78,68,64,76,78,67,68,74,72,68,80,68,79,75,76,74,72,76,72,71
P. Jagielka,77,2100,180.34,192,55,30,77,70,44,49,55,31,66,60,40,51,45,72,61,69,81,50,77,54,79,77,48,76,78
J. Kucka,77,7500,185.42,185,68,65,75,76,68,75,66,69,76,75,66,65,72,79,54,85,90,87,90,78,86,78,73,75,77
R. Brady,78,10500,177.8,170,80,70,59,72,66,78,81,79,75,76,79,78,74,74,76,78,73,74,64,75,58,66,73,74,63
A. Szymanowski,77,8500,175.26,143,78,78,67,74,66,79,69,57,63,76,89,83,83,72,87,68,52,68,60,68,55,28,75,71,35
W. Reid,77,7000,190.5,192,28,46,79,60,30,43,33,38,59,55,55,65,54,77,40,70,72,64,81,53,83,78,42,67,75
Cédric,78,8500,172.72,148,70,57,65,75,68,75,66,64,69,76,79,78,74,76,83,76,72,86,62,74,75,74,71,69,68
R. Civelli,77,2700,195.58,196,53,54,85,64,55,35,37,47,59,67,49,36,33,68,37,66,72,66,94,57,83,73,48,74,77
R. Loftus-Cheek,85,13000,190.5,194,62,63,58,83,54,82,58,57,81,81,68,74,73,64,67,64,59,75,80,60,79,57,79,78,59
S. De Maio,77,6000,190.5,198,11,20,72,50,20,52,23,39,54,54,61,67,54,70,54,61,83,63,92,37,74,78,19,76,80
S. Brown,77,3600,175.26,176,53,44,50,82,42,70,55,44,70,72,66,68,77,76,73,70,79,87,77,48,90,77,47,86,76
A. Mitrović,82,12000,187.96,181,29,78,84,67,76,66,39,52,43,74,60,64,67,77,63,82,81,64,88,70,89,14,82,76,25
P. Skjelbred,77,6000,175.26,163,69,46,52,75,40,75,67,61,72,79,66,55,77,77,77,56,74,86,66,42,79,81,55,77,68
D. Cvitanich,77,4700,175.26,159,64,79,79,73,71,70,67,66,65,83,68,62,72,74,79,71,81,69,75,67,68,33,81,77,31
K. Lasagna,80,11500,185.42,176,60,78,72,66,74,76,66,42,50,79,89,88,81,76,72,72,76,69,69,66,40,30,80,74,26
R. Palacio,77,3200,175.26,154,70,76,74,76,76,82,78,67,56,84,79,77,79,76,81,70,76,65,61,60,78,39,80,82,40
M. Wolf,82,12000,187.96,181,75,75,60,73,62,78,69,71,61,78,83,84,68,73,67,70,53,86,68,67,73,64,74,68,67
E. Gigliotti,77,8000,182.88,179,51,84,78,66,73,65,57,49,46,75,61,63,68,72,62,78,77,78,79,67,71,35,82,71,59
N. Jørgensen,78,10500,190.5,183,68,79,74,72,74,74,69,62,63,77,75,73,65,75,57,80,68,81,84,75,60,31,75,82,39
Laguardia,78,8000,185.42,165,43,49,73,70,29,36,38,35,57,58,54,63,50,67,59,40,78,76,80,30,89,76,44,70,78
J. Lukaku,81,11500,177.8,190,79,54,62,74,57,80,53,46,66,80,89,93,78,78,79,76,74,76,84,66,74,77,61,76,66
J. Augustin,85,13500,177.8,152,66,83,58,68,69,80,52,38,48,81,85,88,79,71,78,78,67,66,66,63,47,22,83,62,36
M. Diakhaby,84,11000,193.04,172,28,36,85,68,31,50,34,26,52,57,57,59,46,70,33,45,83,75,82,29,76,78,47,73,75
Borja Iglesias,82,12000,187.96,190,50,80,78,68,65,70,35,36,64,75,65,69,61,67,69,80,72,75,91,77,42,20,79,80,31
G. Shibasaki,80,11000,175.26,137,68,70,56,81,61,77,59,67,79,79,69,67,76,78,77,64,67,74,60,66,65,74,69,75,61
W. Hughes,84,12500,185.42,163,69,67,58,79,48,78,60,60,73,80,67,59,71,77,75,60,51,74,59,62,70,65,72,78,69
S. Boufal,80,11500,175.26,148,69,68,35,75,70,86,71,63,66,86,84,79,89,68,84,71,34,67,40,65,47,19,72,69,16
T. Kehrer,84,11000,185.42,168,56,37,76,63,32,63,45,38,58,64,74,76,69,76,65,65,78,74,70,40,80,75,48,68,72
M. Lang,78,8000,185.42,174,78,71,80,74,68,63,45,55,73,74,69,76,66,67,57,72,80,85,79,66,69,75,67,71,75
D. Upamecano,88,13000,185.42,183,47,39,71,72,21,59,32,28,66,64,73,85,61,67,62,44,86,61,88,24,81,75,35,68,68
W. Benítez,81,8000,190.5,201,12,14,13,26,13,15,19,17,27,14,48,48,43,67,40,25,57,42,80,14,28,21,18,62,17
E. Bardhi,83,12000,172.72,141,78,78,52,79,76,79,89,91,76,81,76,66,76,77,81,85,50,71,49,84,54,65,74,80,65
K. Mbodji,77,7000,193.04,203,39,45,81,61,63,61,35,55,66,68,63,69,51,69,30,76,68,82,94,58,80,71,37,73,76
B. Sarr,79,9000,177.8,143,75,64,66,74,46,79,72,39,69,77,82,83,76,79,76,75,63,77,68,69,78,76,65,68,75
Danilo,77,2700,185.42,168,30,24,72,60,22,46,34,30,66,60,49,53,46,73,60,72,76,42,71,48,78,83,25,74,80
A. Ayew,77,9000,175.26,159,75,73,75,76,64,78,74,57,69,79,75,75,86,77,81,75,89,84,69,74,78,52,78,74,49
K. Mitroglou,77,8500,187.96,190,60,78,81,66,76,69,72,71,59,72,53,62,47,74,34,83,76,63,86,72,75,10,78,83,13
P. Herrmann,77,9500,177.8,154,77,65,54,74,70,79,74,60,64,77,79,83,83,77,75,74,69,64,56,70,58,29,79,65,28
D. da Costa,79,9000,187.96,194,78,39,70,74,52,73,64,49,70,74,77,84,68,75,61,65,81,79,80,55,72,73,67,65,74
V. Fischer,82,12000,180.34,176,67,74,49,75,74,79,71,65,69,79,80,83,82,70,75,77,56,80,66,70,68,34,75,74,45
Wesley,85,13500,190.5,207,65,75,73,75,71,76,57,49,67,78,68,79,50,71,45,81,66,74,95,67,80,37,74,75,35
D. Ginczek,78,10500,190.5,187,31,77,74,63,78,69,49,58,37,73,66,84,54,72,53,83,64,62,90,65,80,29,78,71,30
F. Kostić,78,10500,182.88,181,79,64,48,64,68,83,79,75,59,80,89,84,77,76,72,77,66,74,74,69,65,41,74,77,33
R. Fraser,81,11500,162.56,132,74,70,30,73,43,81,70,67,60,75,90,87,94,72,96,60,60,72,42,69,65,45,72,68,45
Cote,77,7000,182.88,170,78,42,75,76,42,68,72,67,61,76,69,75,72,77,66,69,69,74,66,57,69,78,60,67,70
H. Winks,85,13000,175.26,163,65,54,50,83,50,77,71,60,78,80,75,70,73,76,78,63,51,78,63,62,58,69,64,80,70
K. Mbabu,83,10000,182.88,183,76,44,65,72,39,71,62,38,65,74,90,92,78,69,72,66,78,90,82,44,74,71,72,71,69
M. Hinteregger,80,9500,182.88,183,53,48,77,63,49,55,58,63,81,62,63,73,62,68,62,83,85,72,83,71,82,76,61,65,77
M. Jørgensen,79,8500,190.5,187,47,34,77,70,40,46,30,26,62,63,62,68,59,71,55,61,74,66,82,30,85,75,46,71,76
M. Fabián,77,9000,170.18,143,74,72,61,77,77,78,78,78,74,78,69,66,86,75,86,81,67,71,64,80,64,34,74,76,20
Carlos Eduardo,77,9000,182.88,163,76,79,76,74,75,74,76,75,75,78,65,74,72,77,51,77,69,68,78,74,60,55,80,72,57
L. Augustinsson,82,10000,180.34,159,77,55,56,73,54,73,75,70,74,74,77,79,76,73,72,69,69,89,65,59,68,73,65,74,74
S. Aziz,79,8500,182.88,174,43,26,78,71,42,52,36,36,66,60,74,72,65,72,62,42,82,74,79,31,80,78,24,74,74
P. Hetemaj,77,7500,175.26,168,74,54,58,78,77,77,74,69,76,78,78,74,78,75,81,76,90,88,67,73,86,73,73,77,69
Vinícius Júnior,92,17500,175.26,161,65,70,50,70,71,81,77,62,48,80,92,94,90,70,82,74,74,79,59,68,48,26,74,75,32
B. Džemaili,77,6500,177.8,161,75,70,66,78,75,77,79,70,74,78,59,65,68,79,68,86,59,77,67,80,78,69,77,79,78
Juanpe,78,8500,190.5,187,35,35,81,79,13,38,28,35,60,70,41,63,32,72,33,48,70,71,78,27,79,75,32,65,65
M. Vorm,77,3600,182.88,185,13,14,17,39,12,18,12,14,35,35,53,54,63,80,53,23,72,36,65,19,23,28,10,63,22
B. Oczipka,77,6500,185.42,187,81,50,68,77,47,73,61,70,74,74,66,76,65,76,62,75,75,79,77,64,76,74,66,74,74
R. Bentancur,89,15500,187.96,159,58,53,62,83,45,82,46,49,77,83,67,73,68,72,68,63,74,83,67,62,66,66,60,80,75
T. Hernández,85,11000,182.88,181,75,50,72,76,62,78,63,64,52,72,90,90,76,66,61,75,62,75,79,56,75,69,58,65,72
M. Lowton,77,6500,180.34,172,81,52,73,75,70,75,77,46,74,77,74,70,69,78,71,72,77,79,73,68,76,76,70,76,78
I. Diop,86,12000,193.04,203,37,30,74,64,48,43,32,34,59,60,64,68,46,68,48,50,73,69,83,31,77,78,38,72,76
B. André,77,9000,180.34,168,72,61,74,80,56,75,68,46,79,76,68,73,73,76,72,69,85,81,77,65,75,73,70,76,74
C. Piccini,80,9000,187.96,174,73,32,64,71,29,73,62,37,59,74,74,76,63,77,65,68,70,81,78,35,74,78,64,79,73
Paulinho,79,11000,187.96,179,46,79,81,68,77,73,68,35,44,77,67,68,60,75,68,77,80,74,82,67,66,27,80,77,45
A. Diawara,87,14000,182.88,163,64,39,59,82,46,76,62,37,76,80,68,70,78,76,69,66,58,84,70,56,82,77,54,75,73
Yuri Berchiche,77,7000,180.34,176,79,56,72,70,59,66,77,55,68,74,78,77,73,72,71,78,85,82,77,77,85,69,49,75,74
F. Kamano,82,12000,175.26,170,72,76,49,70,67,79,70,58,55,75,90,89,79,72,78,73,55,71,58,74,59,24,76,71,34
E. Ünal,83,12500,185.42,165,56,78,72,73,74,76,68,66,47,77,75,74,74,68,68,82,70,71,79,79,43,29,77,75,34
I. Radovanović,77,7000,187.96,176,62,40,72,78,56,67,65,58,78,75,50,67,58,73,58,84,72,75,81,79,79,79,61,75,64
Tomás Pina,77,8000,185.42,165,55,62,68,79,59,76,65,60,78,78,60,54,64,77,51,73,69,69,72,68,73,76,71,65,61
N. Pallois,77,6500,187.96,196,61,41,68,68,45,57,36,41,68,60,49,63,54,69,34,75,76,67,90,57,86,77,22,73,77
D. Latza,77,9000,177.8,168,71,33,61,80,47,71,54,59,77,80,68,64,74,75,75,75,73,90,68,77,79,72,70,79,77
F. Belluschi,77,4500,172.72,172,77,66,58,75,75,76,82,79,76,78,69,69,79,78,74,83,69,63,70,80,73,69,74,78,68
O. Abdulrahman,78,10500,172.72,132,76,70,35,75,65,80,77,75,77,76,85,77,87,65,85,72,53,74,43,72,44,25,70,68,46
O. Trejo,77,8500,180.34,174,73,73,64,75,72,80,74,69,70,79,67,73,85,76,76,73,63,86,71,68,70,62,74,74,66
N. Barella,89,15500,172.72,150,72,63,40,79,53,80,73,67,78,77,79,77,76,74,80,65,59,82,61,65,82,75,65,74,68
Vieirundinho,77,6500,187.96,185,42,29,74,66,28,48,36,30,69,64,63,59,56,66,42,65,54,80,88,41,82,76,26,68,83
F. Orellana,77,7000,167.64,141,75,77,69,76,61,82,80,79,74,80,77,71,79,79,66,64,66,54,34,80,54,31,75,69,43
F. Grillitsch,82,11500,187.96,170,68,58,61,81,53,76,47,68,77,81,55,55,68,78,64,65,48,69,68,55,49,73,70,80,68
C. Ortíz,77,7000,175.26,154,53,48,44,77,55,71,63,43,60,75,68,68,73,74,73,70,71,90,77,64,72,82,69,77,75
